id,name,scientificName,family,category,subCategory,genus,species,sunlight,watering,difficulty,airPurifying,petSafe,description
adenium_somalense,Somali Desert Rose,Adenium somalense,Apocynaceae,Succulent,Flowering,Adenium,somalense,Full Sun,Low,Medium,Yes,No,Tall desert rose species.
adenium_multiflorum,Impala Lily,Adenium multiflorum,Apocynaceae,Succulent,Flowering,Adenium,multiflorum,Full Sun,Low,Medium,Yes,No,Winter flowering species.
allamanda_cathartica,Golden Trumpet,Allamanda cathartica,Apocynaceae,Climber,Flowering,Allamanda,cathartica,Full Sun,Medium,Easy,Yes,No,Large yellow trumpet flowers.
allamanda_blanchetii,Purple Allamanda,Allamanda blanchetii,Apocynaceae,Climber,Flowering,Allamanda,blanchetii,Full Sun,Medium,Easy,Yes,No,Purple trumpet flowers.
thevetia_peruviana,Yellow Oleander,Cascabela thevetia,Apocynaceae,Flowering Plant,Tree,Cascabela,thevetia,Full Sun,Low,Easy,Yes,No,Golden bell-shaped flowers.
nerium_oleander_pink,Pink Oleander,Nerium oleander,Apocynaceae,Flowering Plant,Shrub,Nerium,oleander,Full Sun,Low,Easy,Yes,No,Popular flowering shrub.
nerium_oleander_white,White Oleander,Nerium oleander,Apocynaceae,Flowering Plant,Shrub,Nerium,oleander,Full Sun,Low,Easy,Yes,No,White flowering cultivar.
nerium_oleander_red,Red Oleander,Nerium oleander,Apocynaceae,Flowering Plant,Shrub,Nerium,oleander,Full Sun,Low,Easy,Yes,No,Red flowering cultivar.
tabernaemontana_divaricata,Crape Jasmine,Tabernaemontana divaricata,Apocynaceae,Flowering Plant,Shrub,Tabernaemontana,divaricata,Full Sun,Medium,Easy,Yes,No,Pinwheel white flowers.
tabernaemontana_dwarf,Dwarf Crape Jasmine,Tabernaemontana divaricata,Apocynaceae,Flowering Plant,Dwarf,Tabernaemontana,divaricata,Full Sun,Medium,Easy,Yes,No,Compact flowering shrub.
brunfelsia_pauciflora,Yesterday Today Tomorrow,Brunfelsia pauciflora,Solanaceae,Flowering Plant,Shrub,Brunfelsia,pauciflora,Partial Sun,Medium,Medium,Yes,No,Flowers change color over days.
tecoma_stans,Yellow Bells,Tecoma stans,Bignoniaceae,Flowering Plant,Tree,Tecoma,stans,Full Sun,Medium,Easy,Yes,No,Golden trumpet flowers.
tecoma_capensis,Cape Honeysuckle,Tecomaria capensis,Bignoniaceae,Flowering Plant,Shrub,Tecomaria,capensis,Full Sun,Medium,Easy,Yes,No,Orange tubular flowers.
podranea_ricasoliana,Pink Trumpet Vine,Podranea ricasoliana,Bignoniaceae,Climber,Flowering,Podranea,ricasoliana,Full Sun,Medium,Easy,Yes,No,Large pink trumpet flowers.
mansoa_alliacea,Garlic Vine,Mansoa alliacea,Bignoniaceae,Climber,Flowering,Mansoa,alliacea,Full Sun,Medium,Easy,Yes,No,Leaves smell like garlic.
pyrostegia_venusta,Flame Vine,Pyrostegia venusta,Bignoniaceae,Climber,Flowering,Pyrostegia,venusta,Full Sun,Medium,Easy,Yes,No,Orange winter flowers.
pandorea_jasminoides,Bower Vine,Pandorea jasminoides,Bignoniaceae,Climber,Flowering,Pandorea,jasminoides,Full Sun,Medium,Easy,Yes,No,Pink trumpet flowers.
thunbergia_grandiflora,Blue Sky Vine,Thunbergia grandiflora,Acanthaceae,Climber,Flowering,Thunbergia,grandiflora,Full Sun,Medium,Easy,Yes,No,Large blue flowers.
thunbergia_erecta,King Mantle,Thunbergia erecta,Acanthaceae,Shrub,Flowering,Thunbergia,erecta,Full Sun,Medium,Easy,Yes,No,Blue-purple flowers.
thunbergia_alata,Black Eyed Susan Vine,Thunbergia alata,Acanthaceae,Climber,Flowering,Thunbergia,alata,Full Sun,Medium,Easy,Yes,No,Orange flowers with black eye.
mandevilla_sanderi,Mandevilla,Mandevilla sanderi,Apocynaceae,Climber,Flowering,Mandevilla,sanderi,Full Sun,Medium,Easy,Yes,No,Large pink flowers.
dipladenia_sundaville,Dipladenia,Mandevilla sanderi,Apocynaceae,Flowering Plant,Compact,Mandevilla,sanderi,Full Sun,Medium,Easy,Yes,No,Compact mandevilla hybrid.
quisqualis_indica,Rangoon Creeper,Combretum indicum,Combretaceae,Climber,Flowering,Combretum,indicum,Full Sun,Medium,Easy,Yes,No,Fragrant flowers changing white to red.
petrea_volubilis,Queens Wreath,Petrea volubilis,Verbenaceae,Climber,Flowering,Petrea,volubilis,Full Sun,Medium,Medium,Yes,No,Purple cascading flowers.
clerodendrum_splendens,Flaming Glorybower,Clerodendrum splendens,Lamiaceae,Climber,Flowering,Clerodendrum,splendens,Full Sun,Medium,Easy,Yes,No,Scarlet flower clusters.
clerodendrum_quadriloculare,Starburst Plant,Clerodendrum quadriloculare,Lamiaceae,Shrub,Flowering,Clerodendrum,quadriloculare,Full Sun,Medium,Medium,Yes,No,Pink starburst flowers.
holmskioldia_sanguinea,Chinese Hat Plant,Holmskioldia sanguinea,Lamiaceae,Shrub,Flowering,Holmskioldia,sanguinea,Full Sun,Medium,Easy,Yes,No,Orange hat-shaped flowers.
strophanthus_gratus,Spider Tresses,Strophanthus gratus,Apocynaceae,Flowering Plant,Shrub,Strophanthus,gratus,Full Sun,Medium,Medium,Yes,No,Fragrant white flowers.
wrightia_religiosa,Water Jasmine,Wrightia religiosa,Apocynaceae,Shrub,Bonsai,Wrightia,religiosa,Full Sun,Medium,Medium,Yes,No,Excellent bonsai species.
wrightia_antidysenterica,Snowflake,Wrightia antidysenterica,Apocynaceae,Flowering Plant,Shrub,Wrightia,antidysenterica,Full Sun,Medium,Easy,Yes,No,White pinwheel flowers.
millingtonia_hortensis,Indian Cork Tree,Millingtonia hortensis,Bignoniaceae,Tree,Flowering,Millingtonia,hortensis,Full Sun,Medium,Medium,Yes,No,Highly fragrant night flowers.
spathodea_campanulata,African Tulip Tree,Spathodea campanulata,Bignoniaceae,Tree,Flowering,Spathodea,campanulata,Full Sun,Medium,Easy,Yes,No,Large orange flowers.
jacaranda_mimosifolia,Blue Jacaranda,Jacaranda mimosifolia,Bignoniaceae,Tree,Flowering,Jacaranda,mimosifolia,Full Sun,Medium,Medium,Yes,No,Spectacular lavender blooms.
delonix_regia,Gulmohar,Delonix regia,Fabaceae,Tree,Flowering,Delonix,regia,Full Sun,Medium,Easy,Yes,No,Brilliant scarlet summer flowers.
cassia_fistula,Golden Shower Tree,Cassia fistula,Fabaceae,Tree,Flowering,Cassia,fistula,Full Sun,Medium,Easy,Yes,No,National flower tree with golden blooms.
hibiscus_red,Hibiscus Red,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Hibiscus,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Large red flowers.
hibiscus_white,Hibiscus White,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Hibiscus,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Pure white blooms.
hibiscus_pink,Hibiscus Pink,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Hibiscus,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Soft pink flowers.
hibiscus_yellow,Hibiscus Yellow,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Hibiscus,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Golden yellow flowers.
hibiscus_orange,Hibiscus Orange,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Hibiscus,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Bright orange blooms.
hibiscus_peach,Hibiscus Peach,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Hibiscus,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Peach colored flowers.
hibiscus_double_red,Double Red Hibiscus,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Double,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Double petal red blooms.
hibiscus_double_pink,Double Pink Hibiscus,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Double,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Double pink flowers.
hibiscus_variegated,Variegated Hibiscus,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Variegated,Hibiscus,rosa-sinensis,Full Sun,Medium,Easy,Yes,No,Cream variegated foliage.
hibiscus_cooperi,Cooperi Hibiscus,Hibiscus rosa-sinensis,Malvaceae,Flowering Plant,Variegated,Hibiscus,rosa-sinensis,Full Sun,Medium,Medium,Yes,No,Colorful foliage variety.

bougainvillea_pink,Pink Bougainvillea,Bougainvillea glabra,Nyctaginaceae,Climber,Flowering,Bougainvillea,glabra,Full Sun,Low,Easy,Yes,No,Classic pink bracts.
bougainvillea_white,White Bougainvillea,Bougainvillea glabra,Nyctaginaceae,Climber,Flowering,Bougainvillea,glabra,Full Sun,Low,Easy,Yes,No,White flowering form.
bougainvillea_red,Red Bougainvillea,Bougainvillea spectabilis,Nyctaginaceae,Climber,Flowering,Bougainvillea,spectabilis,Full Sun,Low,Easy,Yes,No,Deep red bracts.
bougainvillea_orange,Orange Bougainvillea,Bougainvillea spectabilis,Nyctaginaceae,Climber,Flowering,Bougainvillea,spectabilis,Full Sun,Low,Easy,Yes,No,Orange flowering variety.
bougainvillea_yellow,Yellow Bougainvillea,Bougainvillea glabra,Nyctaginaceae,Climber,Flowering,Bougainvillea,glabra,Full Sun,Low,Easy,Yes,No,Rare yellow cultivar.
bougainvillea_magenta,Magenta Bougainvillea,Bougainvillea glabra,Nyctaginaceae,Climber,Flowering,Bougainvillea,glabra,Full Sun,Low,Easy,Yes,No,Vivid magenta flowers.
bougainvillea_purple,Purple Bougainvillea,Bougainvillea glabra,Nyctaginaceae,Climber,Flowering,Bougainvillea,glabra,Full Sun,Low,Easy,Yes,No,Rich purple bracts.
bougainvillea_dwarf,Dwarf Bougainvillea,Bougainvillea glabra,Nyctaginaceae,Shrub,Dwarf,Bougainvillea,glabra,Full Sun,Low,Easy,Yes,No,Compact landscape variety.
bougainvillea_variegata,Variegated Bougainvillea,Bougainvillea glabra,Nyctaginaceae,Climber,Variegated,Bougainvillea,glabra,Full Sun,Low,Medium,Yes,No,Variegated foliage.
bougainvillea_bonsai,Bougainvillea Bonsai,Bougainvillea glabra,Nyctaginaceae,Bonsai,Bonsai,Bougainvillea,glabra,Full Sun,Low,Medium,Yes,No,Excellent bonsai specimen.

ixora_red,Red Ixora,Ixora coccinea,Rubiaceae,Flowering Plant,Shrub,Ixora,coccinea,Full Sun,Medium,Easy,Yes,No,Large red flower clusters.
ixora_yellow,Yellow Ixora,Ixora coccinea,Rubiaceae,Flowering Plant,Shrub,Ixora,coccinea,Full Sun,Medium,Easy,Yes,No,Yellow flowering cultivar.
ixora_white,White Ixora,Ixora coccinea,Rubiaceae,Flowering Plant,Shrub,Ixora,coccinea,Full Sun,Medium,Easy,Yes,No,White flower clusters.
ixora_pink,Pink Ixora,Ixora coccinea,Rubiaceae,Flowering Plant,Shrub,Ixora,coccinea,Full Sun,Medium,Easy,Yes,No,Pink flowering cultivar.
ixora_dwarf,Dwarf Ixora,Ixora chinensis,Rubiaceae,Flowering Plant,Dwarf,Ixora,chinensis,Full Sun,Medium,Easy,Yes,No,Compact hedge variety.

lantana_camara,Lantana,Lantana camara,Verbenaceae,Flowering Plant,Shrub,Lantana,camara,Full Sun,Low,Easy,Yes,No,Butterfly attracting flowers.
lantana_yellow,Yellow Lantana,Lantana camara,Verbenaceae,Flowering Plant,Shrub,Lantana,camara,Full Sun,Low,Easy,Yes,No,Yellow flowering form.
lantana_purple,Purple Lantana,Lantana montevidensis,Verbenaceae,Ground Cover,Flowering,Lantana,montevidensis,Full Sun,Low,Easy,Yes,No,Trailing purple lantana.
lantana_white,White Lantana,Lantana camara,Verbenaceae,Flowering Plant,Shrub,Lantana,camara,Full Sun,Low,Easy,Yes,No,White flower clusters.

pentas_red,Red Pentas,Pentas lanceolata,Rubiaceae,Flowering Plant,Shrub,Pentas,lanceolata,Full Sun,Medium,Easy,Yes,No,Butterfly friendly flowers.
pentas_pink,Pink Pentas,Pentas lanceolata,Rubiaceae,Flowering Plant,Shrub,Pentas,lanceolata,Full Sun,Medium,Easy,Yes,No,Long flowering season.
pentas_white,White Pentas,Pentas lanceolata,Rubiaceae,Flowering Plant,Shrub,Pentas,lanceolata,Full Sun,Medium,Easy,Yes,No,White flower clusters.
pentas_purple,Purple Pentas,Pentas lanceolata,Rubiaceae,Flowering Plant,Shrub,Pentas,lanceolata,Full Sun,Medium,Easy,Yes,No,Purple flowering cultivar.

poinsettia_red,Poinsettia,Euphorbia pulcherrima,Euphorbiaceae,Flowering Plant,Ornamental,Euphorbia,pulcherrima,Bright Light,Medium,Medium,Yes,No,Famous Christmas plant.
poinsettia_white,White Poinsettia,Euphorbia pulcherrima,Euphorbiaceae,Flowering Plant,Ornamental,Euphorbia,pulcherrima,Bright Light,Medium,Medium,Yes,No,White bracts.
poinsettia_pink,Pink Poinsettia,Euphorbia pulcherrima,Euphorbiaceae,Flowering Plant,Ornamental,Euphorbia,pulcherrima,Bright Light,Medium,Medium,Yes,No,Pink bracts.
russelia_equisetiformis,Firecracker Plant,Russelia equisetiformis,Plantaginaceae,Flowering Plant,Cascading,Russelia,equisetiformis,Full Sun,Medium,Easy,Yes,No,Arching stems with red flowers.
hamelia_patens,Firebush,Hamelia patens,Rubiaceae,Flowering Plant,Shrub,Hamelia,patens,Full Sun,Medium,Easy,Yes,No,Hummingbird attracting shrub.
duranta_variegata,Variegated Duranta,Duranta erecta,Verbenaceae,Shrub,Variegated,Duranta,erecta,Full Sun,Medium,Easy,Yes,No,Variegated hedge shrub.
abelia_grandiflora,Glossy Abelia,Abelia × grandiflora,Caprifoliaceae,Flowering Plant,Shrub,Abelia,grandiflora,Full Sun,Medium,Easy,Yes,No,Fragrant white flowers.
rosa_peace,Peace Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,World famous yellow-pink hybrid tea rose.
rosa_double_delight,Double Delight Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Cream petals with red edges and strong fragrance.
rosa_mister_lincoln,Mister Lincoln Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Deep red fragrant hybrid tea.
rosa_queen_elizabeth,Queen Elizabeth Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Grandiflora,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Tall pink grandiflora.
rosa_chrysler_imperial,Chrysler Imperial Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Dark crimson fragrant flowers.
rosa_papa_meilland,Papa Meilland Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Velvety dark red blooms.
rosa_black_baccara,Black Baccara Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Almost black velvet petals.
rosa_blue_moon,Blue Moon Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Lavender fragrant flowers.
rosa_pierre_de_ronsard,Eden Rose,Rosa × hybrida,Rosaceae,Climber,Climbing Rose,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Classic climbing rose.
rosa_iceberg,Iceberg Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Floribunda,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Continuous white flowering.

rosa_gold_medal,Gold Medal Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Golden yellow flowers.
rosa_tropicana,Tropicana Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Orange fragrant blooms.
rosa_pink_perfection,Pink Perfection Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Large pink flowers.
rosa_white_swan,White Swan Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Pure white blooms.
rosa_red_velvet,Red Velvet Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Hybrid Tea,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Velvety deep red flowers.
rosa_orange_glow,Orange Glow Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Floribunda,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Orange flower clusters.
rosa_sunflare,Sunflare Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Floribunda,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Bright yellow flowers.
rosa_angel_face,Angel Face Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Floribunda,Rosa,hybrida,Full Sun,Medium,Medium,Yes,No,Lavender fragrant blooms.
rosa_europeana,Europeana Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Floribunda,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Dark red flower clusters.
rosa_playboy,Playboy Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Floribunda,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Orange scarlet flowers.

rosa_knock_out,Knock Out Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Shrub Rose,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Disease resistant landscape rose.
rosa_double_knock_out,Double Knock Out Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Shrub Rose,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Double red flowers.
rosa_pink_knock_out,Pink Knock Out Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Shrub Rose,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Soft pink landscape rose.
rosa_rainbow_knock_out,Rainbow Knock Out Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Shrub Rose,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Coral pink blooms.
rosa_carpet_red,Red Carpet Rose,Rosa × hybrida,Rosaceae,Ground Cover,Rose,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Ground cover rose.
rosa_carpet_white,White Carpet Rose,Rosa × hybrida,Rosaceae,Ground Cover,Rose,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,White ground cover flowers.
rosa_carpet_pink,Pink Carpet Rose,Rosa × hybrida,Rosaceae,Ground Cover,Rose,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Pink spreading rose.
rosa_mini_red,Miniature Red Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Miniature,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Compact red rose.
rosa_mini_pink,Miniature Pink Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Miniature,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Mini pink blooms.
rosa_mini_yellow,Miniature Yellow Rose,Rosa × hybrida,Rosaceae,Flowering Plant,Miniature,Rosa,hybrida,Full Sun,Medium,Easy,Yes,No,Mini yellow flowers.

rosa_desi_red,Desi Red Rose,Rosa indica,Rosaceae,Flowering Plant,Indian Rose,Rosa,indica,Full Sun,Medium,Easy,Yes,No,Traditional Indian red rose.
rosa_desi_pink,Desi Pink Rose,Rosa indica,Rosaceae,Flowering Plant,Indian Rose,Rosa,indica,Full Sun,Medium,Easy,Yes,No,Traditional pink desi rose.
rosa_desi_white,Desi White Rose,Rosa indica,Rosaceae,Flowering Plant,Indian Rose,Rosa,indica,Full Sun,Medium,Easy,Yes,No,Traditional white rose.
rosa_damascena,Damask Rose,Rosa damascena,Rosaceae,Flowering Plant,Fragrant,Rosa,damascena,Full Sun,Medium,Medium,Yes,No,Famous perfume rose.
rosa_centifolia,Cabbage Rose,Rosa × centifolia,Rosaceae,Flowering Plant,Old Garden,Rosa,centifolia,Full Sun,Medium,Medium,Yes,No,Hundred petaled rose.
rosa_gallica,Gallica Rose,Rosa gallica,Rosaceae,Flowering Plant,Old Garden,Rosa,gallica,Full Sun,Medium,Medium,Yes,No,Historic European rose.
rosa_multiflora,Multiflora Rose,Rosa multiflora,Rosaceae,Climber,Wild Rose,Rosa,multiflora,Full Sun,Medium,Easy,Yes,No,Small white flower clusters.
rosa_canina,Dog Rose,Rosa canina,Rosaceae,Shrub,Wild Rose,Rosa,canina,Full Sun,Medium,Easy,Yes,Yes,Produces edible rose hips.
rosa_rugosa,Rugosa Rose,Rosa rugosa,Rosaceae,Shrub,Wild Rose,Rosa,rugosa,Full Sun,Medium,Easy,Yes,Yes,Highly fragrant with edible hips.
rosa_banksiae,Lady Banks Rose,Rosa banksiae,Rosaceae,Climber,Thornless,Rosa,banksiae,Full Sun,Medium,Easy,Yes,No,Nearly thornless climbing rose.

